assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	GTDB_accession	GTDB_domain	GTDB_phylum	GTDB_class	GTDB_order	GTDB_family	GTDB_genus	GTDB_species
GCA_007128465.1	2497613	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007128675.1	2026735	12	12	75.00	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007128895.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007131765.1	1913989	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007131925.1	2517210	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007132905.1	2107588	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007133495.1	2107588	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007133845.1	2026803	11	11	68.75	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007136165.1	2093811	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007280345.1	2026735	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007280895.1	1933926	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007376335.1	2017177	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007571325.1	2080303	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007695115.1	2099683	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007748055.1	2527975	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008012315.1	1898112	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008086245.1	2703815	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008501735.1	2212469	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008534395.1	2597224	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008975185.1	2080454	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009377665.1	2026734	14	14	87.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009391575.1	2030829	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009392005.1	2030829	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009619015.1	2044939	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009659955.1	2026809	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009691435.1	2026720	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009692805.1	2026734	8	8	50.00	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009692855.1	2026734	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009692925.1	2026734	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009692945.1	2026734	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009693015.1	2026734	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009693045.1	2026734	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009693105.1	2026734	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009693165.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009693995.1	1913988	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694085.1	1913988	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694095.1	1913988	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694125.1	1898112	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694165.1	1913988	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694185.1	1913988	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694805.1	2053570	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009694835.1	2052139	10	10	62.50	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009711825.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009758285.1	2026739	14	14	87.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009773435.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009777515.1	2485925	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009780035.1	1913988	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009781565.1	1883427	13	12	81.25	6.25	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009783675.1	2602712	10	10	62.50	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009783805.1	2485925	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009835595.1	2026786	11	11	68.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009835825.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009836325.1	2026742	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009836525.1	1898112	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009836695.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009837045.1	1978231	4	4	25.00	0.00	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009837665.1	2026787	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009839925.1	2026724	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009842065.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009845855.1	2448054	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009845905.1	1913989	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009885355.1	2053521	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009903775.1	2026795	10	10	62.50	0.00	5	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009926025.1	1869227	14	13	87.50	6.25	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009926615.1	1977087	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009927055.1	1913988	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009927275.1	2035813	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009929845.1	2052183	14	11	87.50	18.75	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009930175.1	2044939	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009937385.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009937625.1	1913989	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009937645.1	1898112	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009991595.1	1869227	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009992215.1	1906665	12	12	75.00	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009993245.1	1932788	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009993275.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009993695.1	2699743	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009995085.1	1906665	13	13	81.25	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009996705.1	2305248	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_010026625.1	1913989	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_010028905.1	1977087	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_010029555.1	1869227	9	9	56.25	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011040875.1	1977087	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011041895.1	2026714	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011042415.1	2026714	13	13	81.25	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011046015.1	2093813	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011046085.1	2900548	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011046315.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011049045.1	2268195	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011049115.1	1977087	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011051015.1	2035772	8	8	50.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011051635.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011052255.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011064725.1	2081524	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011087955.1	2599941	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011192195.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011321775.1	1913989	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011321985.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011322515.1	45248	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011330835.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011372105.1	2030807	14	10	87.50	25.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011375345.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011389995.1	2026796	12	12	75.00	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011391345.1	2026739	5	5	31.25	0.00	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011524535.1	1898206	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011526005.1	1913989	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011526105.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011620345.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011682385.1	2900548	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011682715.1	1977087	2	2	12.50	0.00	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011772305.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011772385.1	2033014	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011772495.1	2052149	14	9	87.50	31.25	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011773355.1	1869227	13	11	81.25	12.50	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011773445.1	1977087	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011773645.1	2053570	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011773985.1	2053527	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012031145.1	2720467	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012031925.1	2044595	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012103255.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012103495.1	2026754	12	11	75.00	6.25	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012267605.1	1913988	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012270555.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012270635.1	2026734	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012270975.1	2053570	14	12	87.50	12.50	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012270995.1	2590576	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012512505.1	2033014	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012513365.1	1926873	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012514555.1	1932692	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012514615.1	2026724	5	5	31.25	0.00	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012516115.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012516175.1	1903720	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012517545.1	2699745	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012517755.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012517955.1	2053527	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012518355.1	2099669	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012518545.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012519325.1	2699748	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012520135.1	2044939	12	12	75.00	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012521315.1	1879010	13	12	81.25	6.25	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012522135.1	1879010	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012523465.1	1926873	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012523975.1	2049049	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012689325.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012719455.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012719935.1	499229	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012735505.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012735535.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012744235.1	1898204	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012797735.1	2026763	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012799075.1	1879010	9	9	56.25	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012799555.1	1494	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012838995.1	1898207	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012839445.1	1879010	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012839765.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012839805.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012840015.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012840065.1	2044939	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012840385.1	2093811	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012841065.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012841575.1	2045217	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012842325.1	1879010	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012842395.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012842575.1	2044939	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012960035.1	2026763	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012961305.1	2033014	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012962505.1	2052143	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012962595.1	2052184	14	12	87.50	12.50	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012962735.1	2053570	14	11	87.50	18.75	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012963965.1	2049432	12	12	75.00	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013001575.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013002045.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013003115.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013003415.1	2212470	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013044245.1	2026792	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013138615.1	2053491	14	14	87.50	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013139225.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013151035.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013151555.1	2026887	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013151745.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013151795.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013151875.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152105.1	2599941	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152135.1	2268192	8	8	50.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152165.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152295.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152385.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152435.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152475.1	2026780	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152825.1	2052147	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152945.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013152955.1	2026809	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013154035.1	2026736	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013154135.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013177805.1	2035772	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013178045.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013178125.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013202185.1	2026780	12	12	75.00	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013202205.1	2035772	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013202335.1	1898104	6	6	37.50	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013202525.1	2035772	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013203085.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013203355.1	2035772	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013203365.1	2026780	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013203415.1	2053554	14	12	87.50	12.50	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013203855.1	1869227	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013215865.1	2053573	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013215875.1	2053569	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013285995.1	1913989	3	3	18.75	0.00	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013286945.1	2052166	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013287405.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013287845.1	1913989	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013289085.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013289145.1	1913988	9	9	56.25	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013290045.1	2026739	14	14	87.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013314795.1	2053509	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013329505.1	1906666	14	14	87.50	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013335425.1	2715505	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013336065.1	2026887	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013336165.1	2052159	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013348725.1	2740164	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013360285.1	2026763	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013360765.1	2026734	1	1	6.25	0.00	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013360915.1	1898104	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013360945.1	2172549	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013373515.1	1913989	11	11	68.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013375405.1	2719382	12	12	75.00	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013388435.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013388845.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013389075.1	1913988	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013414725.1	2026727	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013626165.1	1980940	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013695255.1	2026724	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013695765.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013695835.1	2900548	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013696235.1	2740536	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013696835.1	2026742	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013696915.1	2740542	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013697045.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013697395.1	2026724	14	12	87.50	12.50	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013698395.1	2740536	14	11	87.50	18.75	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013791675.1	1869227	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013816485.1	2026780	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013817245.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013817465.1	1913989	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014055525.1	2656758	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014238205.1	2052180	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014238315.1	1913988	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
